"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
"TBCA",4.20344519730607e-137,0.0101936972554085,0.1,0.048,2.67175180185971e-132,"Brain","TBCA","No",NA
"USP22.1",4.43419205978277e-137,0.0282734582855091,0.155,0.085,2.81841681511853e-132,"Brain","USP22","No",NA
"GLO1",6.09110790826045e-137,0.0750166910795069,0.101,0.048,3.87156909756943e-132,"Brain","GLO1","No",NA
"TPM3.1",1.47548525806902e-135,-0.0216559308557878,0.16,0.089,9.37833184881253e-131,"Brain","TPM3","No",NA
"RBBP4",5.14726961065115e-135,0.0553552298350961,0.12,0.062,3.27165603722598e-130,"Brain","RBBP4","No",NA
"THOC2",5.69575347923147e-135,-0.0124650259542418,0.148,0.08,3.62027786893431e-130,"Brain","THOC2","No",NA
"BTNL9.1",7.23669073501813e-135,-1.38697723590824,0.045,0.103,4.59971299808488e-130,"Brain","BTNL9","Down","BTNL9"
"NDUFA13",8.09703367135072e-135,0.0788292077952951,0.1,0.048,5.14655557184723e-130,"Brain","NDUFA13","No",NA
"APOE.1",1.52561280541925e-134,-0.115322039446051,0.136,0.072,9.69694755252532e-130,"Brain","APOE","No",NA
"CNOT6L.1",1.829687426033e-134,-0.0326446450466245,0.157,0.087,1.16296762486084e-129,"Brain","CNOT6L","No",NA
"ID3.1",2.08604614095909e-134,-0.145304075200723,0.227,0.135,1.32591178765501e-129,"Brain","ID3","No",NA
"NIN",2.38821085939293e-134,0.0117882887497207,0.147,0.08,1.51797070433874e-129,"Brain","NIN","No",NA
"KPNA4",9.98185700914272e-134,0.0586820601809701,0.118,0.061,6.34456813358121e-129,"Brain","KPNA4","No",NA
"ARHGAP26.1",1.13385900550705e-133,0.0132054131178867,0.276,0.172,7.20692122490338e-129,"Brain","ARHGAP26","No",NA
"C12orf57",1.33766775139357e-133,0.130026568627427,0.105,0.052,8.5023499946327e-129,"Brain","C12orf57","No",NA
"MYO9B",1.51588707758316e-133,0.0280204638006323,0.135,0.072,9.63512985382634e-129,"Brain","MYO9B","No",NA
"ENO1.1",2.72403515418135e-133,0.0400049877066333,0.148,0.081,1.73142398434921e-128,"Brain","ENO1","No",NA
"ITSN1.1",3.40310746783236e-133,-0.0171067771687876,0.174,0.099,2.16304913762893e-128,"Brain","ITSN1","No",NA
"SMARCE1",5.39171478856541e-133,0.0159709216507693,0.115,0.058,3.42702783676006e-128,"Brain","SMARCE1","No",NA
"HMGB1.1",2.97770206936159e-132,-0.0406286646655394,0.164,0.092,1.89265721230692e-127,"Brain","HMGB1","No",NA
"EVI5",2.99276395107657e-132,-0.0210900601696049,0.148,0.081,1.90223069494378e-127,"Brain","EVI5","No",NA
"GLG1.1",3.40707491684399e-132,-0.0453298797309218,0.222,0.133,2.16557088789521e-127,"Brain","GLG1","No",NA
"CAMSAP2.1",3.88015215929973e-132,-0.0305022478194326,0.181,0.104,2.4662635139725e-127,"Brain","CAMSAP2","No",NA
"HDAC2",4.30362710528016e-132,0.042819154873861,0.102,0.05,2.73542842438712e-127,"Brain","HDAC2","No",NA
"MAP3K2",1.71426786219136e-131,0.0220538339277787,0.13,0.069,1.08960579588745e-126,"Brain","MAP3K2","No",NA
"RPS2.1",1.78467526943054e-131,-0.146014216348374,0.278,0.172,1.13435744800275e-126,"Brain","RPS2","No",NA
"PTMS.1",4.40014287840261e-131,-0.0434152169812876,0.264,0.164,2.79677481494149e-126,"Brain","PTMS","No",NA
"H2AFZ",8.27462916145673e-131,0.0457872165678701,0.108,0.054,5.25943704131352e-126,"Brain","H2AFZ","No",NA
"DHX9",2.28868056370878e-130,0.0492006768856674,0.117,0.06,1.45470825309894e-125,"Brain","DHX9","No",NA
"RSU1",2.48730279740173e-130,-0.0177050869755959,0.146,0.08,1.58095453105651e-125,"Brain","RSU1","No",NA
"DHRSX",5.64752135223816e-130,0.041864237154646,0.102,0.05,3.5896210466961e-125,"Brain","DHRSX","No",NA
"TRIM28.1",7.85059808953482e-130,0.0218258635808546,0.142,0.078,4.98991865168923e-125,"Brain","TRIM28","No",NA
"PTPN12.1",1.59738562753751e-129,-0.0559311191907859,0.251,0.155,1.01531427871912e-124,"Brain","PTPN12","No",NA
"ATP5E",2.03514379799873e-129,-0.0383665101832544,0.133,0.071,1.29355774944597e-124,"Brain","ATP5E","No",NA
"TBCK",4.38902016352507e-129,-0.0639342610062879,0.147,0.08,2.78970510613817e-124,"Brain","TBCK","No",NA
"TTC37",1.41691943233217e-128,-0.0146492253141801,0.128,0.068,9.00608160384649e-124,"Brain","TTC37","No",NA
"SNRPB",1.46949080963015e-128,0.0699609728257784,0.105,0.053,9.34023053509021e-124,"Brain","SNRPB","No",NA
"NUCKS1.1",3.09467057614354e-128,-0.0636327081149903,0.254,0.158,1.9670035649026e-123,"Brain","NUCKS1","No",NA
"CLOCK",1.08714986072803e-127,-0.0300140661611943,0.128,0.068,6.91003322977344e-123,"Brain","CLOCK","No",NA
"ARPC3",1.47768572769785e-127,0.0646086294189157,0.107,0.054,9.39231825382029e-123,"Brain","ARPC3","No",NA
"MEF2A.1",2.48850144980673e-127,0.00131829558845808,0.377,0.249,1.58171640651165e-122,"Brain","MEF2A","No",NA
"RPL6",2.95298022117377e-127,-0.0219820730317217,0.133,0.072,1.87694375838026e-122,"Brain","RPL6","No",NA
"TAOK3",3.64741591193365e-127,0.0526655289133819,0.122,0.065,2.31833402778415e-122,"Brain","TAOK3","No",NA
"SPOP",4.02781414500843e-127,-0.0204819667798755,0.136,0.074,2.56011894870881e-122,"Brain","SPOP","No",NA
"GSPT1",4.57871990484003e-127,0.0660728658829284,0.109,0.056,2.91028015871537e-122,"Brain","GSPT1","No",NA
"MNAT1",9.79025273883316e-127,0.0337496264737978,0.125,0.066,6.22278254332974e-122,"Brain","MNAT1","No",NA
"TRPC4AP",1.03337032613294e-126,-0.00664693451242204,0.141,0.078,6.5682051299336e-122,"Brain","TRPC4AP","No",NA
"THRAP3",2.33652690138861e-126,0.0392372039583113,0.14,0.077,1.48511986379161e-121,"Brain","THRAP3","No",NA
"WNK1.1",2.47646874534893e-126,-0.104901822318855,0.242,0.149,1.57406829923123e-121,"Brain","WNK1","No",NA
"CHD2.1",3.55266599529979e-126,-0.0346411084327709,0.16,0.091,2.2581100332725e-121,"Brain","CHD2","No",NA
"RPL10A.1",5.00192675742177e-126,-0.0611267957933728,0.201,0.12,3.17927466628485e-121,"Brain","RPL10A","No",NA
"CNOT2.1",5.00465667364714e-126,0.0153335519608386,0.156,0.088,3.18100982833686e-121,"Brain","CNOT2","No",NA
"RAB3GAP2",7.92403327969749e-126,0.0189461300783407,0.12,0.063,5.03659479290852e-121,"Brain","RAB3GAP2","No",NA
"MARCH6.1",8.30707906256977e-126,-0.0390290093436803,0.177,0.103,5.28006252295997e-121,"Brain","MARCH6","No",NA
"UBL3",2.51307810618647e-125,0.020077160313047,0.106,0.053,1.59733757507318e-120,"Brain","UBL3","No",NA
"PSPC1",4.20877136115052e-125,-0.0056357158873177,0.108,0.055,2.67513716486088e-120,"Brain","PSPC1","No",NA
"ZNF33A",6.0790384908442e-125,-0.00295734925356661,0.122,0.064,3.86389765516548e-120,"Brain","ZNF33A","No",NA
"EPC2",1.28511164340638e-124,-0.00242014880856378,0.109,0.055,8.1682981166553e-120,"Brain","EPC2","No",NA
"SBNO1",1.5971966439879e-124,0.0325364587615862,0.103,0.052,1.01519415888515e-119,"Brain","SBNO1","No",NA
"INPP4A",1.86519360879057e-124,0.0297485184449073,0.1,0.049,1.18553570968338e-119,"Brain","INPP4A","No",NA
"SF3B1.1",2.85575576756166e-124,-0.016054564536796,0.154,0.087,1.81514692341987e-119,"Brain","SF3B1","No",NA
"CHD8",4.22801927694514e-124,0.0592824857881182,0.101,0.05,2.6873713326191e-119,"Brain","CHD8","No",NA
"NOTCH4.1",5.58129831538714e-124,-0.10490381654028,0.21,0.126,3.54752902224322e-119,"Brain","NOTCH4","No",NA
"SETD2.1",5.95724294716183e-124,-0.101717733887733,0.228,0.139,3.78648318964553e-119,"Brain","SETD2","No",NA
"EIF1.1",9.84408637220732e-124,-0.0305493191972146,0.196,0.117,6.25699973903869e-119,"Brain","EIF1","No",NA
"PARK7",1.51787177502818e-123,0.036751410844605,0.116,0.061,9.64774478925664e-119,"Brain","PARK7","No",NA
"NR2F1",1.89583936096211e-123,-0.0459431988037871,0.119,0.062,1.20501445622113e-118,"Brain","NR2F1","No",NA
"UTRN.1",2.21722020113913e-123,0.0491963166360714,0.49,0.337,1.40928733204605e-118,"Brain","UTRN","No",NA
"LARP4B",3.57125198447533e-123,0.00116860257450524,0.123,0.066,2.26992347385236e-118,"Brain","LARP4B","No",NA
"TRERF1.1",4.09402350457464e-123,-0.0162336082985093,0.143,0.08,2.60220227974268e-118,"Brain","TRERF1","No",NA
"MAST4",5.4402441427947e-123,0.0983448310586579,0.33,0.218,3.45787357960174e-118,"Brain","MAST4","No",NA
"FILIP1",9.75389870963981e-123,0.00839508454231064,0.112,0.058,6.19967555883416e-118,"Brain","FILIP1","No",NA
"USP15",1.53427185194978e-122,-0.0312464569206445,0.137,0.075,9.75198531817802e-118,"Brain","USP15","No",NA
"SYNE2.1",2.08138266843539e-122,0.00936265735625641,0.305,0.197,1.32294763788422e-117,"Brain","SYNE2","No",NA
"SLTM",2.88635395434514e-122,-0.0120065272073797,0.138,0.076,1.83459543692132e-117,"Brain","SLTM","No",NA
"SHROOM4.1",3.81628708436764e-122,-0.112891822027777,0.174,0.101,2.42567023369491e-117,"Brain","SHROOM4","No",NA
"FAM168A",7.11269074610415e-122,0.0150172395684882,0.13,0.071,4.52089736513126e-117,"Brain","FAM168A","No",NA
"WAC.1",1.78445292100212e-121,-0.0553932053840445,0.255,0.16,1.13421612111816e-116,"Brain","WAC","No",NA
"CCT4",2.33894672144078e-121,0.0479930122239653,0.1,0.05,1.48665792561498e-116,"Brain","CCT4","No",NA
"VPS13D",2.58660596259388e-121,-0.00301694386260842,0.132,0.072,1.6440726158843e-116,"Brain","VPS13D","No",NA
"TNRC6B.1",3.53190819930598e-121,-0.0534864352691655,0.319,0.207,2.24491617056088e-116,"Brain","TNRC6B","No",NA
"CDC73",5.60185319714799e-121,0.0198910048658816,0.106,0.054,3.56059391063923e-116,"Brain","CDC73","No",NA
"FNBP1L.1",6.17695802417198e-121,-0.102401063439009,0.205,0.124,3.92613628974395e-116,"Brain","FNBP1L","No",NA
"DNAJA1",6.38639544450806e-121,0.0452865554931428,0.124,0.067,4.05925680848377e-116,"Brain","DNAJA1","No",NA
"ZFYVE16",8.6974333299781e-121,0.0191140406642583,0.118,0.062,5.52817559886738e-116,"Brain","ZFYVE16","No",NA
"EHMT1.1",1.32758616640245e-120,-0.0540888254239613,0.159,0.091,8.43827043227062e-116,"Brain","EHMT1","No",NA
"PRKCSH.1",1.91357322708994e-120,0.0318877392847583,0.145,0.082,1.21628627887063e-115,"Brain","PRKCSH","No",NA
"PPP3CA.1",2.59577542557051e-120,-0.103991022254613,0.325,0.21,1.64990081824687e-115,"Brain","PPP3CA","No",NA
"USP34.1",3.49046147048164e-120,-0.0732581711648468,0.256,0.161,2.21857221525284e-115,"Brain","USP34","No",NA
"U2SURP",3.5986594422463e-120,-0.00166240820526453,0.118,0.063,2.28734392808617e-115,"Brain","U2SURP","No",NA
"TMEM131",4.47124118275266e-120,-0.0387193761646318,0.147,0.083,2.84196560816942e-115,"Brain","TMEM131","No",NA
"CTIF",4.52357311038326e-120,0.0547054958688884,0.102,0.052,2.8752283046907e-115,"Brain","CTIF","No",NA
"BDP1",4.82560454776301e-120,0.0033870363334465,0.139,0.077,3.06720250660365e-115,"Brain","BDP1","No",NA
"CAB39",6.71140896849171e-120,-0.00796433393991669,0.122,0.065,4.26583865446302e-115,"Brain","CAB39","No",NA
"UBE3A",7.45901074859982e-120,-0.0161474929303353,0.139,0.077,4.74102182191753e-115,"Brain","UBE3A","No",NA
"CHD6",1.15878617693508e-119,-0.0342274660820907,0.136,0.075,7.36536081921709e-115,"Brain","CHD6","No",NA
"OS9",1.33638376076538e-119,0.0398333521900514,0.12,0.064,8.49418882180086e-115,"Brain","OS9","No",NA
"AFF3",1.73819724197744e-119,-0.316425655146431,0.126,0.067,1.10481554897328e-114,"Brain","AFF3","No",NA
"EXOC6B",1.97883948415318e-119,-0.0784139029814206,0.22,0.135,1.25777016452261e-114,"Brain","EXOC6B","No",NA
"DOCK1.1",4.14578304043068e-119,-0.0747104378864112,0.286,0.183,2.63510115832814e-114,"Brain","DOCK1","No",NA
"GBF1",4.49311766126726e-119,-0.00722679537404791,0.136,0.075,2.85587051667808e-114,"Brain","GBF1","No",NA
"SF1",7.99501971344638e-119,0.0531294761098045,0.105,0.054,5.08171448006366e-114,"Brain","SF1","No",NA
"KMT2C.1",8.14704610417526e-119,-0.100038818445431,0.286,0.183,5.17834397427484e-114,"Brain","KMT2C","No",NA
"MXD4",1.01806762915921e-118,-0.000327088541843601,0.118,0.063,6.47093965769885e-114,"Brain","MXD4","No",NA
"CTDSP1",1.30488236583919e-118,0.0648908523608926,0.104,0.053,8.29396280551049e-114,"Brain","CTDSP1","No",NA
"PTPLAD1",1.42424159714606e-118,-0.025856226373179,0.131,0.071,9.05262201562009e-114,"Brain","PTPLAD1","No",NA
"TSHZ2.1",1.68858496184527e-118,-1.28364374450868,0.059,0.115,1.07328148759847e-113,"Brain","TSHZ2","Down","TSHZ2"
"NRP2.1",2.88997669057601e-118,-1.24889095765918,0.113,0.175,1.83689808429702e-113,"Brain","NRP2","Down","NRP2"
"CDC27.1",3.2337778764518e-118,-0.0989586775758349,0.18,0.106,2.05542155605153e-113,"Brain","CDC27","No",NA
"SUCLG2",3.95307556773306e-118,-0.00615124985357229,0.122,0.066,2.51261436160681e-113,"Brain","SUCLG2","No",NA
"RC3H1",4.46325185636124e-118,-0.0410941120527482,0.127,0.069,2.83688751242177e-113,"Brain","RC3H1","No",NA
"SYNRG",5.30280204763543e-118,-0.00782961016534522,0.102,0.052,3.37051400949755e-113,"Brain","SYNRG","No",NA
"PKIG",7.19550573597687e-118,0.059526203769658,0.11,0.058,4.57353540084426e-113,"Brain","PKIG","No",NA
"JMJD1C.1",9.76331136615926e-118,0.0498530858450779,0.503,0.349,6.20565833744449e-113,"Brain","JMJD1C","No",NA
"B2M.1",9.89433444637053e-118,-0.975496695065428,0.338,0.37,6.28893791745757e-113,"Brain","B2M","Down","B2M"
"ZNF521.1",1.07088834567013e-117,-1.22842018216492,0.185,0.243,6.80667341391393e-113,"Brain","ZNF521","Down","ZNF521"
"TET2",1.2255494144012e-117,-0.0195421125488904,0.124,0.067,7.78971463287548e-113,"Brain","TET2","No",NA
"SH3BGRL.1",1.27906655090198e-117,-0.0703271738047819,0.156,0.089,8.12987490418805e-113,"Brain","SH3BGRL","No",NA
"EIF3H",1.5707367581138e-117,-0.0243315620911375,0.13,0.071,9.9837599082471e-113,"Brain","EIF3H","No",NA
"YLPM1",2.15672697243176e-117,-0.00622277278245309,0.114,0.06,1.37083723094735e-112,"Brain","YLPM1","No",NA
"EXOC6.1",2.93977951834821e-117,-0.223493328754823,0.216,0.131,1.86855325965731e-112,"Brain","EXOC6","No",NA
"BRWD1.1",3.03408737918896e-117,-0.06951623714939,0.161,0.093,1.9284962790863e-112,"Brain","BRWD1","No",NA
"COX6B1",3.10170078028702e-117,0.041896092661402,0.11,0.057,1.97147203295823e-112,"Brain","COX6B1","No",NA
"CUL3.1",8.89109564226022e-117,-0.055411879061271,0.148,0.084,5.65126930117702e-112,"Brain","CUL3","No",NA
"PCNXL4",1.70326228652191e-116,0.00286313667888916,0.127,0.069,1.08261054193619e-111,"Brain","PCNXL4","No",NA
"GAPVD1",2.31252210674508e-116,0.0243545550158886,0.105,0.054,1.46986217626824e-111,"Brain","GAPVD1","No",NA
"PPP3CC",2.51192486831239e-116,0.00381370052176666,0.104,0.054,1.59660456554804e-111,"Brain","PPP3CC","No",NA
"TMCC1.1",2.52076301635028e-116,-0.124056949304283,0.231,0.143,1.6022221808224e-111,"Brain","TMCC1","No",NA
"ADAM17",2.61607135446201e-116,0.0486172984375342,0.105,0.055,1.6628011136096e-111,"Brain","ADAM17","No",NA
"TMBIM4.1",2.88476008919936e-116,-0.0524258257358043,0.124,0.067,1.83358236029601e-111,"Brain","TMBIM4.1","No",NA
"RPL10",9.77275680286863e-116,0.0615529897306624,0.11,0.058,6.21166195147133e-111,"Brain","RPL10","No",NA
"TBC1D1",2.15345074379986e-115,0.0591289820777907,0.137,0.077,1.36875482726663e-110,"Brain","TBC1D1","No",NA
"ZC3H11A",3.35560752826831e-115,-0.00761132175739032,0.134,0.075,2.13285770104262e-110,"Brain","ZC3H11A","No",NA
"NCALD",4.75513817547133e-115,0.00951814219248281,0.122,0.066,3.02241337571133e-110,"Brain","NCALD","No",NA
"GBAS",5.5618758030223e-115,-0.000523184609035443,0.118,0.064,3.535183879159e-110,"Brain","GBAS","No",NA
"SENP7",7.08692629504724e-115,-0.0645530505144678,0.157,0.091,4.50452122239497e-110,"Brain","SENP7","No",NA
"TUBA1B.1",8.69200342278253e-115,-0.169589050290063,0.284,0.182,5.5247242955548e-110,"Brain","TUBA1B","No",NA
"DICER1",1.08561817876048e-114,-0.0253483413566562,0.106,0.055,6.90029770601946e-110,"Brain","DICER1","No",NA
"CHMP3",1.18723277374953e-114,-0.0248763094661928,0.126,0.069,7.54617023322938e-110,"Brain","CHMP3","No",NA
"CCM2L",2.13914875164741e-114,0.0218056088016516,0.125,0.069,1.35966433803461e-109,"Brain","CCM2L","No",NA
"FOCAD",2.90432434809343e-114,-0.0239459254324694,0.125,0.068,1.84601759889166e-109,"Brain","FOCAD","No",NA
"NOSTRIN.1",8.10186665954858e-114,-0.0691139411628954,0.178,0.106,5.14962746747567e-109,"Brain","NOSTRIN","No",NA
"RABGAP1L.1",8.37249144724549e-114,-0.0419256242966308,0.28,0.181,5.32163928878371e-109,"Brain","RABGAP1L","No",NA
"HSPA5.1",1.9083534870451e-113,-0.0366960190548082,0.153,0.088,1.21296855990074e-108,"Brain","HSPA5","No",NA
"C10orf54",3.20229460120962e-113,0.0588917666787301,0.101,0.052,2.03541047147485e-108,"Brain","C10orf54","No",NA
"UBE2E3",4.53880898931125e-113,-0.00648220227893881,0.117,0.063,2.88491238169612e-108,"Brain","UBE2E3","No",NA
"ICA1",1.15816700797592e-112,-0.0660610606247556,0.112,0.059,7.36142531939577e-108,"Brain","ICA1","No",NA
"FRYL.1",1.5803338873395e-112,-0.119232544101589,0.267,0.17,1.00447602213186e-107,"Brain","FRYL","No",NA
"MYL12A.1",2.18856854043476e-112,-0.0771368980675531,0.191,0.116,1.39107604998574e-107,"Brain","MYL12A","No",NA
"HNRNPA2B1.1",2.34088744392319e-112,-0.0959539984735214,0.259,0.165,1.48789146823202e-107,"Brain","HNRNPA2B1","No",NA
"PHF20",7.82040431296569e-112,-0.040199554075691,0.139,0.079,4.97072718536412e-107,"Brain","PHF20","No",NA
"PTBP1.1",9.23658067017976e-112,-0.0110442487446143,0.144,0.082,5.87086303977296e-107,"Brain","PTBP1","No",NA
"ARL6IP1",1.02047355353272e-111,-0.159095646075123,0.131,0.073,6.48623195360931e-107,"Brain","ARL6IP1","No",NA
"CSNK2A1",1.43009027878934e-111,-0.034792212644811,0.112,0.06,9.08979682101295e-107,"Brain","CSNK2A1","No",NA
"RAPGEF5.1",1.84513771149398e-111,-0.122524658349308,0.393,0.263,1.17278798080269e-106,"Brain","RAPGEF5","No",NA
"EIF4G3.1",2.31615611980265e-111,-0.0896295256308672,0.38,0.252,1.47217199130776e-106,"Brain","EIF4G3","No",NA
"SERBP1.1",2.44041667799062e-111,-0.030763895538128,0.17,0.101,1.55115324469762e-106,"Brain","SERBP1","No",NA
"TCF12.1",2.59163077514417e-111,0.0412420370296998,0.449,0.309,1.64726643698939e-106,"Brain","TCF12","No",NA
"TECPR1",3.32036721344731e-111,0.00714101428778147,0.102,0.053,2.11045860453925e-106,"Brain","TECPR1","No",NA
"PPFIA1",3.59758361718432e-111,0.041795613497788,0.1,0.051,2.28666012291852e-106,"Brain","PPFIA1","No",NA
"TMEM165",3.6360872593628e-111,-0.0197202041881761,0.143,0.081,2.31113342292359e-106,"Brain","TMEM165","No",NA
"UBR3.1",3.77439693218292e-111,-0.0583657268971216,0.156,0.091,2.39904443406478e-106,"Brain","UBR3","No",NA
"MBOAT2",4.49184545186444e-111,0.0193951251632638,0.103,0.054,2.85506188765956e-106,"Brain","MBOAT2","No",NA
"TMED2",5.66320533596057e-111,0.0231521419266041,0.102,0.053,3.5995899435899e-106,"Brain","TMED2","No",NA
"CRIP2.1",7.94769647339801e-111,-0.0928155767484466,0.284,0.183,5.05163535545651e-106,"Brain","CRIP2","No",NA
"P4HB.1",1.68101864188147e-110,-0.134091824987758,0.21,0.129,1.06847225896628e-105,"Brain","P4HB","No",NA
"HECW2.1",2.21744603778485e-110,-1.29031488502941,0.145,0.203,1.40943087607643e-105,"Brain","HECW2","Down","HECW2"
"XIAP.1",2.3486894516372e-110,-0.0306215444752445,0.157,0.092,1.49285050235512e-105,"Brain","XIAP","No",NA
"VPS13A",2.46168013699083e-110,-0.019642384048433,0.114,0.061,1.56466851187274e-105,"Brain","VPS13A","No",NA
"BAZ2A",2.50034278550538e-110,-0.0112857744529289,0.114,0.062,1.58924287789507e-105,"Brain","BAZ2A","No",NA
"ABI1",2.78053450352049e-110,-0.0771774721352592,0.124,0.068,1.76733553578266e-105,"Brain","ABI1","No",NA
"DDX17.1",3.17713902006719e-110,-0.133859624422067,0.281,0.181,2.01942133254491e-105,"Brain","DDX17","No",NA
"NRIP1.1",3.58250457456304e-110,-0.115833646954728,0.19,0.115,2.27707573263801e-105,"Brain","NRIP1","No",NA
"RAB1A.1",8.1103769225787e-110,-0.0909418836895288,0.182,0.11,5.15503667576025e-105,"Brain","RAB1A","No",NA
"MAZ",1.37178718532807e-109,0.088870475254955,0.109,0.058,8.71921652866377e-105,"Brain","MAZ","No",NA
"TBCD.1",1.63230530630315e-109,-0.0286198354031215,0.148,0.086,1.03750957573935e-104,"Brain","TBCD","No",NA
"RAB7A.1",2.0400561383187e-109,-0.0506734563985869,0.185,0.112,1.29668008207675e-104,"Brain","RAB7A","No",NA
"NFATC3",2.35003645259697e-109,-0.0633618729208136,0.144,0.082,1.49370666963516e-104,"Brain","NFATC3","No",NA
"MAP2K5",3.38078494738518e-109,-0.000705529351393341,0.133,0.075,2.1488607204075e-104,"Brain","MAP2K5","No",NA
"XRN1.1",3.38142952081147e-109,-0.10393157507955,0.151,0.088,2.14927041772298e-104,"Brain","XRN1","No",NA
"ADNP.1",3.66256992941459e-109,-0.0728054665746023,0.168,0.1,2.32796607283521e-104,"Brain","ADNP","No",NA
"SRP72",7.13057032961169e-109,0.0171967009116929,0.101,0.053,4.53226180720449e-104,"Brain","SRP72","No",NA
"PIK3CA",8.8803594714855e-109,-0.059508634047811,0.142,0.081,5.6444452836709e-104,"Brain","PIK3CA","No",NA
"KAZN",1.34311087483457e-108,-0.0873934408941086,0.104,0.054,8.53694703153601e-104,"Brain","KAZN","No",NA
"MCPH1",3.76399851867222e-108,-0.0270766540945002,0.106,0.056,2.39243509845325e-103,"Brain","MCPH1","No",NA
"ARID4A",5.31733993249053e-108,0.0361854518898992,0.106,0.056,3.37975443449031e-103,"Brain","ARID4A","No",NA
"RNASEK",7.06835000224183e-108,-0.00421421881892559,0.12,0.066,4.49271394492493e-103,"Brain","RNASEK","No",NA
"NFIB.1",1.62516211007599e-107,-0.828219070836131,0.433,0.435,1.0329692887854e-102,"Brain","NFIB","Down","NFIB"
"SUMF1",2.51744257651793e-107,-0.0425236546685859,0.14,0.081,1.60011167606056e-102,"Brain","SUMF1","No",NA
"ID1.1",3.29246274224356e-107,-0.0910357282903034,0.159,0.093,2.09272224359743e-102,"Brain","ID1","No",NA
"ZNF609.1",4.87210297504413e-107,-0.109904320879698,0.252,0.161,3.0967573719678e-102,"Brain","ZNF609","No",NA
"SYNCRIP",6.08659202113015e-107,0.00100246099242174,0.103,0.055,3.86869875455053e-102,"Brain","SYNCRIP","No",NA
"RBP1",8.65359570022665e-107,-0.0744483581013773,0.124,0.069,5.50031196302106e-102,"Brain","RBP1","No",NA
"SSR2.1",1.17490540061575e-106,-0.0749113320691879,0.149,0.087,7.46781621685377e-102,"Brain","SSR2","No",NA
"POU2F1.1",1.36680097571763e-106,-0.043491084002677,0.144,0.083,8.68752368175882e-102,"Brain","POU2F1","No",NA
"ITSN2.1",1.54210897261042e-106,-0.0802396533410787,0.197,0.121,9.80179884080908e-102,"Brain","ITSN2","No",NA
"COTL1.1",1.91854878071629e-106,-1.09767318458697,0.049,0.101,1.21944879051108e-101,"Brain","COTL1","Down","COTL1"
"TNS1",2.77396720775201e-106,-0.0572274487850004,0.126,0.07,1.76316129691926e-101,"Brain","TNS1","No",NA
"DAD1",3.29600589431781e-106,-0.0229191934058406,0.106,0.057,2.09497430648735e-101,"Brain","DAD1","No",NA
"SMARCC1.1",5.92617917733314e-106,-0.107210543387164,0.192,0.118,3.76673874690471e-101,"Brain","SMARCC1","No",NA
"PARP4",7.32305573318973e-106,-0.0678309478152899,0.107,0.057,4.65460745457272e-101,"Brain","PARP4","No",NA
"MKL1.1",1.0054405142099e-105,-0.0826814458244169,0.177,0.107,6.39068045236951e-101,"Brain","MKL1","No",NA
"RPN1",1.07218028139368e-105,-0.113123411032037,0.117,0.064,6.81488508656635e-101,"Brain","RPN1","No",NA
"YME1L1",1.88483368685464e-105,-0.0418476783765136,0.126,0.071,1.19801913970168e-100,"Brain","YME1L1","No",NA
"RBMS3.1",2.05125308643771e-105,0.0738537090129787,0.428,0.297,1.30379697427068e-100,"Brain","RBMS3","No",NA
"NDUFS4",2.20000402131582e-105,0.0236260566990367,0.1,0.052,1.39834455598855e-100,"Brain","NDUFS4","No",NA
"IFITM3.1",2.90271719327073e-105,-0.193086769404076,0.306,0.2,1.84499607521481e-100,"Brain","IFITM3","No",NA
"KIF13B",3.24144668037557e-105,-0.0105603812878012,0.105,0.056,2.06029592451352e-100,"Brain","KIF13B","No",NA
"SPIRE1",5.25387231844702e-105,-0.0240985024776403,0.11,0.059,3.33941378432811e-100,"Brain","SPIRE1","No",NA
"HP1BP3.1",5.93764154464312e-105,-0.134647009122756,0.216,0.135,3.77402434219061e-100,"Brain","HP1BP3","No",NA
"UBA6",5.95536552190334e-105,-0.0241046907153633,0.106,0.057,3.78528987937698e-100,"Brain","UBA6","No",NA
"S100A10.1",6.19074942409131e-105,-1.17976732962147,0.055,0.107,3.93490224144668e-100,"Brain","S100A10","Down","S100A10"
"TACC1.1",6.27837317314375e-105,-0.116071503858723,0.367,0.244,3.9905967725819e-100,"Brain","TACC1","No",NA
"RNF216",1.21089390236658e-104,-0.0718994981452039,0.137,0.079,7.69656273283223e-100,"Brain","RNF216","No",NA
"GLUL",1.24791221656047e-104,-0.0317352684780881,0.108,0.058,7.93185483967999e-100,"Brain","GLUL","No",NA
"PTOV1",1.84611918263444e-104,0.0328838600504529,0.105,0.056,1.17341181367427e-99,"Brain","PTOV1","No",NA
"SHC1",2.02790232817122e-104,-0.0312379257641049,0.114,0.062,1.28895499880891e-99,"Brain","SHC1","No",NA
"HSD17B12",3.28226772229133e-104,-0.0773167828672701,0.145,0.084,2.08624218696559e-99,"Brain","HSD17B12","No",NA
"JARID2",3.37448654487632e-104,-0.0788553378235941,0.139,0.08,2.14485739278884e-99,"Brain","JARID2","No",NA
"RBM26",3.71032221355081e-104,-0.0785565911446546,0.139,0.08,2.35831790215503e-99,"Brain","RBM26","No",NA
